[2026/07/19 01:01:00:000   00   17844   04865             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 07:07:59:627   00   17844   15635             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=da107b5c5587 e
[2026/07/19 07:08:02:866   00   17844   15821             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=79c334fc7287 i
[2026/07/19 07:08:05:276   00   17844   19490             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e1a56173c3f8 c
[2026/07/19 07:08:05:393   00   17844   19349             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 07:08:15:458   00   17844   15218             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b03a13a4c855 c
[2026/07/19 07:08:19:957   00   17844   03624             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | trace_id=e740fa187d8b
[2026/07/19 07:08:32:081   00   17844   05562             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=D
[2026/07/19 07:08:42:235   00   17844   10673             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 mem_util
[2026/07/19 07:08:55:661   00   17844   06860             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=34ec4957707a  
[2026/07/19 07:11:54:661   00   17844   02784             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector cp
[2026/07/19 07:11:54:931   00   17844   06185             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=eb8ac97a0e23 i
[2026/07/19 07:11:54:953   00   17844   10914             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 07:11:54:966   00   17844   06375             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 07:12:06:926   00   17844   02677             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1bf118ed74da e
[2026/07/19 07:12:07:076   00   17844   12512             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3b0f48a8b430 e
[2026/07/19 07:12:12:545   00   17844   06271             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 call
[2026/07/19 07:12:23:998   00   17844   06450             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 07:12:24:301   00   17844   05261             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=TomcatAccessFi
[2026/07/19 07:12:27:251   00   17844   13022             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=dcc0a8e50779 e
[2026/07/19 07:12:31:709   00   17844   19963             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2618bf39f17d c
[2026/07/19 07:12:32:197   00   17844   08545             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 07:23:32:197   00   17844   18590             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent me
[2026/07/19 07:23:32:440   00   17844   17138             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=16c5cdd820f8 i
[2026/07/19 07:29:32:440   00   17844   19910             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 calle
[2026/07/19 07:30:38:440   00   17844   19806             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 07:30:41:679   00   17844   04493             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1544f50e98f3 m
[2026/07/19 07:30:41:736   00   17844   03717             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d1faec7eb277 e
[2026/07/19 07:30:42:838   00   17844   05612             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bf71bb621b1b  
[2026/07/19 07:30:48:795   00   17844   14025             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=adc559fb667d i
[2026/07/19 07:30:53:181   00   17844   05277             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2064a4674569 c
[2026/07/19 07:30:58:699   00   17844   06442             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 07:30:58:864   00   17844   06027             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a439a6ba60d1 c
[2026/07/19 07:35:58:864   00   17844   18905             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a32e8322f96e i
[2026/07/19 07:35:59:178   00   17844   13928             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=20564a30f0dc i
[2026/07/19 07:36:13:097   00   17844   04242             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cpu_
[2026/07/19 07:36:13:286   00   17844   18530             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 07:36:13:414   00   17844   15373             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=43% mem_util
[2026/07/19 07:36:15:360   00   17844   10193             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 07:36:30:974   00   17844   10330             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=W
[2026/07/19 07:36:34:931   00   17844   12013             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e93edca46a62 i
[2026/07/19 07:43:34:931   00   17844   10880             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector me
[2026/07/19 07:43:39:495   00   17844   06053             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9192e3c64ac6 c
[2026/07/19 07:43:39:970   00   17844   02512             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b99b0ca46066 i
[2026/07/19 07:43:55:203   00   17844   01551             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector   
[2026/07/19 07:46:26:203   00   17844   07538             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | mem_util=38% extra='9'
[2026/07/19 07:46:30:498   00   17844   10710             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c1df003c679a i
[2026/07/19 07:51:30:498   00   17844   03067             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHelp
[2026/07/19 07:51:30:952   00   17844   13555             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 07:51:44:605   00   17844   02719             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 07:51:44:686   00   17844   08052             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b45ef6d6b620 m
[2026/07/19 07:51:54:756   00   17844   06648             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bcc7ebb496b3 e
[2026/07/19 07:51:54:772   00   17844   13088             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fd80d9bf7572 i
[2026/07/19 07:52:08:154   00   17844   15358             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9b1e05f53991 i
[2026/07/19 07:52:08:184   00   17844   05697             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f9d67237e354 c
[2026/07/19 07:52:19:661   00   17844   07184             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=C
[2026/07/19 07:53:52:661   00   17844   02060             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=779104daa76e i
[2026/07/19 07:53:52:940   00   17844   08817             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 07:53:53:218   00   17844   12649             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=19c3ccec1422 c
[2026/07/19 07:53:53:522   00   17844   07003             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 07:57:15:522   00   17844   10639             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 08:00:19:522   00   17844   10043             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 08:01:59:522   00   17844   13512             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 08:01:59:524   00   17844   17590             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=cc73e2fb2de5 c
[2026/07/19 08:02:13:744   00   17844   13214             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9f76e0d59435 c
[2026/07/19 08:04:32:744   00   17844   10118             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 08:04:46:598   00   17844   02679             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bac8bd4a682c i
[2026/07/19 08:04:51:913   00   17844   01956             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6be7b6f0afa0 e
[2026/07/19 08:04:52:364   00   17844   06051             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=564b2eab1856 c
[2026/07/19 08:04:52:610   00   17844   12008             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 08:04:52:948   00   17844   19546             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=aa5c86a4b2a9 e
[2026/07/19 08:04:54:218   00   17844   08536             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 08:04:54:494   00   17844   18238             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fb32723a722a i
[2026/07/19 08:05:04:588   00   17844   05303             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 mem_u
[2026/07/19 08:05:05:017   00   17844   18670             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 08:05:06:111   00   17844   05485             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 08:05:06:174   00   17844   10880             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 08:05:12:073   00   17844   03841             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=C
[2026/07/19 08:05:12:190   00   17844   02513             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f1d8043c2168 i
[2026/07/19 08:05:12:222   00   17844   15322             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ac0f91d2902e i
[2026/07/19 08:05:13:295   00   17844   17456             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b0f97bb425f2 i
[2026/07/19 08:05:26:843   00   17844   05674             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5977c4039468 c
[2026/07/19 08:05:27:096   00   17844   01058             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2d920b7c89c7 i
[2026/07/19 08:05:27:235   00   17844   19627             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9f5877b9097a i
[2026/07/19 08:16:27:235   00   17844   19429             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 08:16:32:784   00   17844   13763             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=00e89f43d8ad i
[2026/07/19 08:19:27:784   00   17844   03567             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0f080fc9dd59 i
[2026/07/19 08:19:43:313   00   17844   19107             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 08:33:43:313   00   17844   03106             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0401cfa29c86 i
[2026/07/19 08:35:33:313   00   17844   09141             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 08:35:33:508   00   17844   15636             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_u
[2026/07/19 08:35:37:936   00   17844   02215             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=cd3380174ab7 i
[2026/07/19 08:35:38:292   00   17844   05351             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 call
[2026/07/19 08:35:42:443   00   17844   06437             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=65dcf97aea75 e
[2026/07/19 08:35:57:702   00   17844   09036             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=811402aa5cba i
[2026/07/19 08:35:58:084   00   17844   10423             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=83698e293a28 e
[2026/07/19 08:35:58:175   00   17844   15563             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=064f83c0bb1e e
[2026/07/19 08:35:58:613   00   17844   15282             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=82d9b634f5ba e
[2026/07/19 08:35:58:934   00   17844   02734             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=47e7ac349a2f c
[2026/07/19 08:36:03:825   00   17844   11112             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager 
[2026/07/19 08:36:04:031   00   17844   12485             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5c83b3e788e5 e
[2026/07/19 08:36:06:634   00   17844   08592             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 cpu_util
[2026/07/19 08:36:06:707   00   17844   08186             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=81dff7b94f41 e
[2026/07/19 08:36:17:242   00   17844   04235             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fa811bd95ec1 i
[2026/07/19 08:36:28:204   00   17844   18009             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=55022a4a5378 e
[2026/07/19 08:36:28:600   00   17844   06054             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager 
[2026/07/19 08:36:32:080   00   17844   11254             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 08:36:37:171   00   17844   19012             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f98179443301 c
[2026/07/19 08:36:47:370   00   17844   10935             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 08:36:52:872   00   17844   05245             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=080a3941f3f4 i
[2026/07/19 08:36:58:253   00   17844   12633             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHelp
[2026/07/19 08:37:03:610   00   17844   05468             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 08:38:31:610   00   17844   14573             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=cc9d3c0fd533 e
[2026/07/19 08:38:32:832   00   17844   04188             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=24273d0e0366 c
[2026/07/19 08:38:32:888   00   17844   12628             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 08:38:33:062   00   17844   13631             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 08:41:05:062   00   17844   19932             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=7e5fd1fec81f i
[2026/07/19 08:41:06:819   00   17844   18329             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a62614135acd e
[2026/07/19 08:41:12:789   00   17844   10467             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 08:42:52:789   00   17844   09664             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 08:42:53:050   00   17844   16520             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=43906bf019df 
[2026/07/19 08:42:53:105   00   17844   10600             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6658cdc730d0 
[2026/07/19 08:42:55:137   00   17844   09737             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 08:43:00:821   00   17844   05261             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0c24fe22b1bf 
[2026/07/19 08:43:14:263   00   17844   17381             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0f9e8aaca406 
[2026/07/19 08:43:29:142   00   17844   05750             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 08:43:33:790   00   17844   01827             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=450c3a39087a 
[2026/07/19 08:45:13:790   00   17844   08467             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
[2026/07/19 08:47:33:790   00   17844   09042             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 call
[2026/07/19 08:48:39:790   00   17844   13183             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9ecdf8c882e5 
[2026/07/19 09:03:39:790   00   17844   11838             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c63483ed0ddd 
[2026/07/19 09:03:52:997   00   17844   03760             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1f7fb2ccf3ed 
[2026/07/19 09:03:57:665   00   17844   01523             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 call
[2026/07/19 09:04:01:276   00   17844   09936             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics cp
[2026/07/19 09:04:04:793   00   17844   11852             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bc6c306c3848 
[2026/07/19 09:04:08:465   00   17844   13769             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e6c2b874d9e1 
[2026/07/19 09:04:08:813   00   17844   17743             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1     
[2026/07/19 09:07:50:813   00   17844   12674             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=16% mem_uti
[2026/07/19 09:07:50:855   00   17844   04662             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=50abd99a8307 
[2026/07/19 09:07:53:948   00   17844   15456             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c8816115b4a6 
[2026/07/19 09:09:04:948   00   17844   02888             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 09:12:19:948   00   17844   10147             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 09:12:19:961   00   17844   16280             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1     
[2026/07/19 09:12:21:348   00   17844   10195             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | mem_util=41%        
[2026/07/19 09:12:23:704   00   17844   17542             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9b3ddaaf51a0 
[2026/07/19 09:12:23:914   00   17844   09566             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b7e8f7f7e8a2 
[2026/07/19 09:14:43:914   00   17844   04906             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0b5855d0cb03 
[2026/07/19 09:14:45:178   00   17844   13626             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=78c8693d1d9f 
[2026/07/19 09:14:45:600   00   17844   18609             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5784cf0e0cf0 
[2026/07/19 09:14:45:681   00   17844   05983             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cal
[2026/07/19 09:14:46:854   00   17844   08509             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3bac0da7ed34 
[2026/07/19 09:14:50:272   00   17844   07941             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a6b7d9df80aa 
[2026/07/19 09:14:54:824   00   17844   15280             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=454298dabd8f 
[2026/07/19 09:14:58:791   00   17844   01599             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHel
