[2026/07/19 01:02:00:000   00   15000   13125   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trace
[2026/07/19 05:51:38:058   00   15000   07863   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 05:51:38:135   00   15000   04748   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:51:38:196   00   15000   02808   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 05:51:38:529   00   15000   07644   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:51:38:732   00   15000   03303   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 05:51:38:960   00   15000   08819   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:51:50:757   00   15000   11802   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 05:51:50:827   00   15000   13496   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:51:50:913   00   15000   01036   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 05:55:41:913   00   15000   09407   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:59:33:913   00   15000   07012   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 05:59:44:581   00   15000   12956   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:59:44:610   00   15000   16316   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 05:59:45:972   00   15000   17034   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 05:59:50:996   00   15000   13598   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:02:17:996   00   15000   18623   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:02:28:686   00   15000   02318   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:02:44:228   00   15000   07788   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:02:48:825   00   15000   13193   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:02:48:886   00   15000   16787   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:02:54:679   00   15000   02411   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:02:57:813   00   15000   03605   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:03:00:957   00   15000   04200   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:03:02:728   00   15000   19488   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:03:03:185   00   15000   13042   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:04:12:185   00   15000   01426   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:04:16:866   00   15000   05941   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:04:30:448   00   15000   14472   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:04:35:518   00   15000   06995   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:04:47:983   00   15000   04346   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:04:53:931   00   15000   17680   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 06:05:05:282   00   15000   14221   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:05:05:421   00   15000   14668   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:07:58:421   00   15000   12144   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:07:58:464   00   15000   10865   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:08:03:470   00   15000   01002   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:08:03:485   00   15000   17603   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:08:14:300   00   15000   06860   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:10:31:300   00   15000   17454   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:10:35:739   00   15000   05159   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:10:36:140   00   15000   11614   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:10:36:366   00   15000   19972   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:10:39:819   00   15000   09626   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:10:40:063   00   15000   12800   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:10:43:147   00   15000   09354   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:10:43:190   00   15000   16437   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:10:46:794   00   15000   17675   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:10:47:136   00   15000   08994   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:13:49:136   00   15000   19645   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:13:49:371   00   15000   03188   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:13:49:441   00   15000   08827   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:13:51:180   00   15000   15386   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:17:04:180   00   15000   07540   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:17:07:798   00   15000   19006   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:17:19:108   00   15000   17041   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:17:20:462   00   15000   15258   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:17:33:321   00   15000   10697   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:17:43:716   00   15000   11738   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:17:44:130   00   15000   16196   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:17:47:837   00   15000   05895   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:17:51:667   00   15000   01073   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:17:51:918   00   15000   07671   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:17:57:784   00   15000   16617   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:17:58:186   00   15000   08038   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:20:57:186   00   15000   13364   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:21:02:510   00   15000   17021   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:22:11:510   00   15000   05070   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:22:14:708   00   15000   10773   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:22:30:614   00   15000   17573   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:23:53:614   00   15000   18844   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:23:56:028   00   15000   16935   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:23:56:072   00   15000   08639   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:23:56:435   00   15000   07491   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:24:00:758   00   15000   03012   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:24:03:961   00   15000   05394   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:04:147   00   15000   17162   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:24:05:951   00   15000   07455   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 06:24:09:177   00   15000   12816   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:09:408   00   15000   07477   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:10:908   00   15000   18085   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:26:040   00   15000   13786   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:41:700   00   15000   19787   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:41:778   00   15000   11744   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:44:933   00   15000   01345   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:44:959   00   15000   13959   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:45:356   00   15000   06595   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:24:45:395   00   15000   10141   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:28:22:395   00   15000   17307   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:34:22:395   00   15000   06488   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:34:22:837   00   15000   04625   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:36:24:837   00   15000   06907   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:36:25:119   00   15000   04797   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:44:25:119   00   15000   06707   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:44:39:510   00   15000   07699   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:48:16:510   00   15000   12094   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:48:16:886   00   15000   11132   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:50:03:886   00   15000   06520   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:50:17:321   00   15000   17192   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:50:18:463   00   15000   14825   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 06:50:21:126   00   15000   16429   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:50:21:430   00   15000   05864   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:50:21:894   00   15000   09218   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:50:22:157   00   15000   08057   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:52:30:157   00   15000   12499   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:52:33:645   00   15000   13607   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:52:33:753   00   15000   12092   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 06:52:39:279   00   15000   08007   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:08:279   00   15000   08567   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:08:561   00   15000   11336   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:11:131   00   15000   17436   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:11:272   00   15000   15126   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:11:772   00   15000   11828   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 06:55:13:389   00   15000   08244   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:13:865   00   15000   13289   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:55:14:338   00   15000   06711   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:55:19:705   00   15000   12740   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:55:22:352   00   15000   15912   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 06:55:26:828   00   15000   12208   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 06:55:41:862   00   15000   05810   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:43:758   00   15000   07091   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:55:56:758   00   15000   18486   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:56:00:208   00   15000   07179   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 06:58:59:208   00   15000   09817   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:01:32:208   00   15000   14468   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:01:37:301   00   15000   19792   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 07:01:42:312   00   15000   18221   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 07:01:55:721   00   15000   01450   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:02:00:245   00   15000   12776   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:02:00:558   00   15000   18767   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:02:15:318   00   15000   03141   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:02:15:729   00   15000   08042   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:02:21:629   00   15000   15351   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 07:05:29:629   00   15000   06148   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:05:30:114   00   15000   02838   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:05:30:492   00   15000   02365   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:05:31:812   00   15000   04058   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:06:31:812   00   15000   19540   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:09:44:812   00   15000   13233   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:09:46:442   00   15000   08375   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:09:46:695   00   15000   06122   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:13:16:695   00   15000   17095   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:13:20:100   00   15000   02266   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:13:30:130   00   15000   01393   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:23:30:130   00   15000   07460   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 07:23:34:862   00   15000   17886   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:26:10:862   00   15000   04577   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:26:13:374   00   15000   03018   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:26:16:604   00   15000   07275   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:26:16:972   00   15000   15983   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:26:28:203   00   15000   18099   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 07:26:28:495   00   15000   13161   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:36:28:495   00   15000   02713   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:36:32:406   00   15000   17398   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 07:36:33:605   00   15000   19683   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 07:36:36:023   00   15000   02494   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 07:36:36:217   00   15000   12291   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 07:36:36:535   00   15000   06144   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
